,raw text,clean text
1045, Then saya ade research membawa kepada di bawah ini,kemudi saya ada penyelidi membawa kepada di bawah ini
1046,Tanda-tanda penyakit kemurungan1,tanda - tanda penyakit kemurung
1047, Perasaan murung atau sering marah-marah hampir sepanjang hari dan hampir setiap hari dalam tempoh dua minggu,perasa murung atau sering marah - marah hampir sepanjang hari dan hampir setiap hari dalam tempoh dua minggu
1048, Perasaan ini dilaporkan oleh pesakit secara subjektif seperti perasaan rendah diri ataupun daripada pengamatan orang luar contohnya selalu menangis,perasa ini dilapor oleh pesakit secara subjektif seperti perasa rendah diri ataupun daripada pengamat orang luar contoh selalu menangis
1049, ( ok ini memang selalu cth kalau hari tu kena marah or ada orang sumpah seranah even gurau je pon saya boleh dapat perasaan diri rasa ‘xguna’ or benci dekat diri sendiri,( okey ini memang selalu cth kalau hari itu kena marah atau ada orang sumpah seranah walaupun gurau sahaja pun saya boleh dapat perasa diri rasa ' tidak guna ' atau benci dekat diri sendiri
1050, and macam ada orang bercakap dalam kepala ‘ ko ni tak guan mia benda macam tu pon tak boleh buat ke?’ atau ‘ ko ni tak layak hidup la mia’ atau ‘ semua ni salah ko la mia’ kata- kata tu berlegar dalam kepala walaupun salah yang saya buat alahai sangat sikit,dan macam ada orang bercakap dalam kepala ' kamu ini tidak guan mia benda macam itu pun tidak boleh buat ke ? ' atau ' kamu ini tidak layak hidup  mia ' atau ' semua ini sa kamu  mia ' kata - kata itu berlegar dalam kepala walaupun sa yang saya buat alahai sangat sikit
1051, Lagi- lagi bila orang salahkan saya depan – depan secara gurauan dia punya feel tu macam dah tak nak buat ape dah,lagi - lagi bila orang salah saya dep – dep secara gurau dia pu rasa itu macam dah tidak mahu buat apa dah
1052, Lebih tepat lagi rasa macam tak nak hidup bila ade orang salah kan kita la,lebih tepat lagi rasa macam tidak mahu hidup bila ada orang sa kan k 
1053,(nampak remeh kan sorry tak reti nak luahkan macam mana harap faham)2,( menampak remeh kan maaf tidak reti nak luah macam mana harap faham ) dua
1054, Tidak bersemangat atau tidak berminat melakukan aktiviti sosial yang biasa dilakukan hampir setiap hari,tidak bersemangat atau tidak berminat melaku aktiviti sosial yang biasa dilaku hampir setiap hari
1055, Contohnya tidak berminat untuk bersukan lagi atau berjumpa dengan sanak-saudara,contoh tidak berminat untuk bersu lagi atau berjumpa deng sanak - saudara
1056, sangat-sangatlah iye,sangat - sangat  siya
1057,3,tiga
1058, Berat badan merosot (~5%) daripada asal dalam waktu yang singkat atau kurang selera makan,berat badan merosot ( ~ <percent> ) daripada asal dalam waktu yang singkat atau kurang selera ma
1059, Yang ni tak kot sebab aq ni jenis banyak memikir bila penat memikir aq makan,yang ini tidak mungkin sebab aku ini jenis banyak memikir bila penat memikir aku ma
1060,4,empat
1061," Corak tidur berubah, sama ada kurang tidur (insomnia) atau terlebih tidur (hypersomnia)","corak tidur berubah , sama ada kurang tidur ( insomnia ) atau terlebih tidur ( hypersomnia )"
1062,Yang ni sekarang ya,yang ini sekarang ya
1063," Tak tahu kenapa aq dari dulu lagi kalau buat ujian yg stress, depression, anxiety","tidak tahu kenapa aku dari dahulu lagi kalau buat uji yang stres , kemurung , kebimbang"
1064, Depression dengan anxiety tahap max nun,kemurung deng kebimbang tahap max biara
1065, kuat tidoq waktu tu la ni ja tiba-tiba dia berubah,kuat tido waktu itu  ini sahaja tiba - tiba dia berubah
1066,5,lima
1067," Perubahan dalam melakukan aktiviti seharian, sama ada terlebih aktif atau kurang aktif","perubah dalam melaku aktiviti sehari , sama ada terlebih aktif atau kurang aktif"
1068, yup ni ye ( kadang – kadang benci dengan diri sendiri sebab ni)6,ya ini ya ( kadang – kadang benci deng diri sendiri sebab ini ) enam
1069, Selalu letih dan kurang tenaga dalam melakukan aktiviti harian,selalu letih dan kurang tenaga dalam melaku aktiviti hari
1070, even sabtu ahad cuti pon rasa tak larat sangat nak buat keje,walaupun sabtu ahad cuti pun rasa tidak larat sangat nak buat kerja
1071, Rasa letih dia macam orang kemas rumah dari A-Z ,rasa letih dia macam orang kemas rumah dari a - z
1072,7,tujuh
1073, Perasaan bersalah yang tidak setimpal dengan sesuatu kesalahan perbuatan atau merasakan diri tidak berguna ( yang ni sangat -sangat accurate 10/10,perasa bersa yang tidak setimpal deng sesuatu kesalah perbuat atau merasa diri tidak berguna ( yang ini sangat - sangat tepat sepuluh per sepuluh
1074, suka sangat salahkan diri sendiri sebab tu saya lebih suka berdiam diri kalau jadi apa-apa saya tak kena mengenalah)  8,suka sangat salah diri sendiri sebab itu saya lebih suka berdiam diri kalau jadi apa - apa saya tidak kena mengena  ) lap
1075, Tidak mampu memberikan konsentrasi atau berfikir secara rasional,tidak mampu memberi konsentrasi atau berpikir secara rasional
1076, Pesakit juga merasakan susah untuk membuat keputusan dalam kehidupan hariannya,pesakit juga merasa susah untuk membuat keputus dalam kehidup harian
1077,yup9,ya - ya - ya - ya - ya - ya - ya - ya - ya
1078," Berfikir tentang keinginan untuk mati atau bunuh diri dengan kerap, atau mempunyai pelan masa hadapan untuk membunuh diri","berpikir tentang keingin untuk mati atau bunuh diri deng kerap , atau mempunyai pel masa hadap untuk membunuh diri"
1079,Tidak ni je tak mungkin sebab saya agama islam saya rasa selagi solat tak tinggal saya ok je,tidak ini sahaja tidak mungkin sebab saya agama islam saya rasa selagi solat tidak tinggal saya okey sahaja
1080," cuma bila perasaan tu datang susahApa yang saya nak cakap, tiap-tiap hari saya akan pikir ‘hidup aq esok macam mana?’ ‘malasnya nak hidup’ ‘ tak bergunanya aq’ ‘ susahnya tu susahnya ni’ Lagi satu rasa benci dekat diri sendiri tu sangat2 kuat tiap- tiap hari","cuma bila perasa itu datang susahapa yang saya nak cakap , tiap - tiap hari saya akan fikir ' hidup aku esok macam mana ? ' ' malas nak hidup ' ' tidak berguna aku ' ' susah itu susah ini ' lagi satu rasa benci dekat diri sendiri itu sangat - sangat kuat tiap - tiap hari"
1081, saya ni spesies kalau bnda tu pengalaman mennyakitkan hati jiwa dan raga otak saya cepat je lupa,saya ini spesies kalau bunda itu pengalam menakit hati jiwa dan raga otak saya cepat sahaja lupa
1082, sesetengah la,sesetengah 
1083, so tak pasti apa sebab nak benci diri sendiri tu,jadi tidak pasti apa sebab nak benci diri sendiri itu
1084,Ha lagi satu kadang tu tanpa sebab tiba-tiba nak nangis,ha lagi satu kadang itu tanpa sebab tiba - tiba nak menangis
1085,hmmm tu je lah kot ciri-ciri yang aq hadap setakat ni,hama itu sahaja  mungkin ciri - ciri yang aku hadap setakat ini
1086, aq takut sebab orang cakap depression ni jangan main -main,aku takut sebab orang cakap kemurung ini jang utama - utama
1087,"Justeru, jika anda merasakan anda atau orang terdekat anda mempunyai gejala- gejala yang disebutkan di atas dalam tempoh waktu yang sudah lama, adalah lebih baik anda mendapatkan pertolongan daripada doktor anda atau hubungi mereka yang boleh memberikan pertolongan seperti di bawah","justru , jika anda merasa anda atau orang terdekat anda mempunyai gejala - gejala yang disebut di atas dalam tempoh waktu yang sudah lama , ada lebih baik anda mendapat pertolong daripada doktor anda atau hubungi mereka yang boleh memberi pertolong seperti di bawah"
1088,no,tidak
1089,1 dan 2 dan 7 sangat lah diri saya,satu dan dua dan tujuh sangat  diri saya
1090," persoalannya, adakah saya depression?p/s: saya agak2 mesti ramai cakap saya acah depression","persoalan , ada saya kemurung ? pergi / s: saya agak - agak mesti ramai cakap saya acah kemurung"
1091, saya cuma nak tau saya kategori mana je harap dapat membantu saya,saya cuma nak tahu saya kategori mana sahaja harap dapat membantu saya
1092, saya tak de tempat nak luah,saya tidak ada tempat nak luah
1093, mereka tak faham sebab saya tak reti bercerita,mereka tidak faham sebab saya tidak reti bercer
1094, kalau rasa merepek maafla saya tak reti bercerita,kalau rasa merepek maaf  saya tidak reti bercer
1095,(lagi satu thanks admin kalau publish) Harap dapat komen yang membantu,( lagi satu thanks admin kalau menerbit ) harap dapat komen yang membantu
1096,Terima kasih semua,terima kasih semua
1097,– miaHantar confession anda di sini -> www,– miahantar pengaku anda di sini - > w
1098,iiumc,iium
1099,com/submit,com / mengemuka
1100,"""Tak tau macam mana nak cakap",""" tidak tahu macam mana nak cakap"
1101, I was diagnosed with major depression disorder,<allcaps> saya </allcaps> ada diagnosed deng utama kemurung ganggu
1102, Ni bukan la kali pertama aku berjumpa dengan Dr untuk treat depression aku dan bukan la kali pertama aku try untuk suicide,ini bu  kali pertama aku berjumpa deng doktor untuk merawat kemurung aku dan bu  kali pertama aku cuba untuk bunuh diri
1103," Dulu, pernah pergi treatment tapi aku stop","dahulu , pernah pergi rawat tetapi aku berhenti"
1104, And depression still datang sebab aku tak recover betul2 lagi,dan kemurung masih ada datang sebab aku tidak pulih betul - betul lagi
1105, This year aku pergi dapatkan bantuan lagi daripada pakar sebab aku tak tahan,this tahun aku pergi dapat bantu lagi daripada pakar sebab aku tidak tah
1106,"  Aku try cederakan diri aku, having suicidal thoughts, tak boleh focus buat kerja, asyik amik MC sakit","aku cuba cedera diri aku , having bunuh diri thoughts , tidak boleh tumpu buat kerja , asyik ambil mc sakit"
1107, Kekadang aku ada terfikir nak luahkan kat kawan aku,kadang - kadang aku ada terfikir nak luah dekat ka aku
1108," Aku bagitau aku depressed, sedih","aku begitu aku terte , sedih"
1109,"  Tapi response dia """"try to think positive"""" , """" cuba ingat Tuhan"""" , """"Aku pon lalui benda macam kau,  lagi teruk drpd kau lagi"""" ","tetapi tindak balas dia "" "" cuba kepada berfikir positif "" "" , "" "" cuba ingat tuh "" "" , "" "" aku pun lalui benda macam kamu , lagi teruk daripada kamu lagi "" """
1110,,nan
1111, Hmm,hmm
1112,,nan
1113," Kalau dapat dah dapat respond sebegitu, kau rasa aku tak lagi stress ke","kalau dapat dah dapat membalas sebegitu , kamu rasa aku tidak lagi tres ke"
1114,,nan
1115, Orang yang tak pernah lalui depression tak faham apa itu depression,orang yang tidak mengaparna lalui kemurung tidak faham apa itu kemurung
1116," Mereka fikir kami sedih dan loser, tak ingat Tuhan, lemah Iman","mereka fikir kami sedih dan yang ka , tidak ingat tuh , lemah im"
1117, Haha,haha
1118," Ntah la aku penat dengan dunia ni,  penat hidup","en  aku penat deng dunia ini , penat hidup"
1119," Aku ada je pergi kaunseling, makan antidepressants tapi the negative thoughts still datang","aku ada sahaja pergi kaunseling , ma antidepressant tetapi yang negatif thoughts masih ada datang"
1120,  Aku still rse nak cederakan diri aku,aku masih ada risa nak cedera diri aku
1121,"  In fact semalam aku try untuk cederakan diri aku,  but amazingly tak rasa sakit","masuk fact semalam aku cuba untuk cedera diri aku , tetapi luar biasa tidak rasa sakit"
1122, Aku punya deria sakit macam dah hilang,aku pu deria sakit macam dah hilang
1123, Aku dah tak tau nak buat macam mana,aku dah tidak tahu nak buat macam mana
1124,  Nak suruh seek help from psychiatrist,nak suruh seokay membantu dari psikiatri
1125," Aku dh buat,  ubat aku makan","aku dah buat , ubat aku ma"
1126," Yet, aku still rasa kosong, useless, helpless, rasa macam aku beban untuk semua orang","lagi , aku masih ada rasa kosong , tidak berguna , tidak berdaya , rasa macam aku beb untuk semua orang"
1127, Rasa macam aku menyusahkan orang,rasa macam aku menusah orang
1128,  Rasa macam semua tak suka aku,rasa macam semua tidak suka aku
1129, Dan aku pun benci diri aku,dan aku pun benci diri aku
1130, Aku penat,aku penat
1131, Penat hidup,penat hidup
1132," """,""""
1133,"""Rindu yang paling sakit ialah rindu kepada orang yang dah buang kita",""" rindu yang paling sakit ia rindu kepada orang yang dah buang k"
1134," Maafkan saya, saya sedang merindui ibu saya","maaf saya , saya sedang merindu ibu saya"
1135," Doakan ibu saya sihat selalu, doakan dia diberi ketenangan, doakan dia dilembutkan hati untuk memaafkan anak-anaknya, doakan dia dapat menerima sebuah kenyataan (walaupun kenyataan itu sakit untuk diterima)","doa ibu saya sihat selalu , doa dia diberi ketenang , doa dia dilembut hati untuk memuefa anak - anak , doa dia dapat menerima sebuah kenyata ( walaupun kenyata itu sakit untuk diterima )"
1136,"Mungkin dalam ramai ramai yang membaca posting ini, boleh mengaminkan doa diatas","mungkin dalam ramai ramai yang membaca posting ini , boleh mengamin doa diatas"
1137," Sebab kita tak tahu, doa siapa yang Allah angkat dan makbulkan","sebab k tidak tahu , doa siapa yang allah angkat dan makbul"
1138,"Thanks""","thanks """
1139,Hi nak tanya,hi nak tanya
1140, Ubat untuk depression tu betul2 function ke? Maaf lah bunyi macam noob sikit,ubat untuk kemurung itu betul - betul fungsi ke ? maaf  bunyi macam nob sikit
1141, I rasa I macam makin teruk so I nak tahu betul ke ubat tu boleh rawat and ubah I,<allcaps> saya </allcaps> rasa <allcaps> saya </allcaps> macam makin teruk jadi <allcaps> saya </allcaps> nak tahu betul ke ubat itu boleh rawat dan ubah <allcaps> saya </allcaps>
1142, Will it make me less sadder? More happier? More motivated? Asking for myself 🙏,akan ia memakai saya les sader ? lebih lagi lebih gembira ? lebih lagi motivated ? asking untuk saya sendiri 🙏
1143,"""Firstly, trima kasih admin sudi post saya punya confession ni",""" pertama , terima kasih admin sudi jawat saya pu pengaku ini"
1144,,nan
1145,,nan
1146,I am pretty sure that im not alone menghadapi tekanan study online yg akan dtg terutama yg online KAT RUMAH,<allcaps> saya </allcaps> am pretty pasti itu im tidak bersendiri menghadapi tekan belajar dalam tali yang akan datang terutama yang dalam tali <allcaps> dekat rumah </allcaps>
1147," Dengan suasana yg x brp kondusif, bilik sendiri pon xde, line yg kdg2 mcm tau2 jaa ada kelas, time tu jgak dia nak main2 manja menghilang, and etc and yg paling aku takut it could lead to stress n depression sbb skrg aku rasa mcm aku ada simptom2 ke arah tu 🙂","deng suasana yang tidak berapa kondusif , bilik sendiri pun tidak dah , tali yang kadang - kadang macam tahu - tahu sahaja ada kelas , masa itu jigoku dia nak utama - utama manja menghilang , dan etc dan yang paling aku takut ia boleh memimpin kepada tres dan kemurung sibu sekarang aku rasa macam aku ada simptom - simptom ke arah itu 🙂"
1148," Jadi aku nak mnta jasa baik korang, kot2 ada yg nak bagi nasihat ke apa utk build up balik semangat2 kami ni asalkan bukan yg mcm KUATKAN IMAN AND SO ON itu aku tahu","jadi aku nak meminta jasa baik kamu semua , mungkin - mungkin ada yang nak bagi nasihat ke apa untuk membina naik balik semangat - semangat kami ini asal bu yang macam <allcaps> kuat im dan jadi pada </allcaps> itu aku tahu"
1149,"Thanks in advance""","thanks masuk terlebih dahulu """
1150,Macam mana nak hilangkan atau kurangkan axiety ye,macam mana nak hilang atau kurang axiety ya
1151," saya rasa axiety saya makin teruk, dsebabkan oleh masalah belajar, kewangan, toxic friend and broken family","saya rasa axiety saya makin teruk , disebab oleh masa belajar , kewang , toxic ka dan broken keluarga"
1152, 😣,😣
1153,"""Salam semua",""" salam semua"
1154,Saya nak luahkan sesuatu,saya nak luah sesuatu
1155, Saya ada master dan saya rasa ia adalah satu sumpahan didalam kegembiraan,saya ada master dan saya rasa ia ada satu sumpah didalam kegembira
1156," Kenapa?Kalau saya buat kesilapan ditempat kerja, perkara pertama yang boss saya akan cakap “Kau ada master","kenapa ? kalau saya buat kesilap ditempat kerja , perkara pertama yang bos saya akan cakap "" kamu ada master"
1157, Sepatutnya boleh fikir! Perkara ini tidak sepatutnya terjadi!”,"sepatut boleh fikir ! perkara ini tidak sepatut terjadi ! """
1158," Kalau ada master ni, automatik akan jadi “TERPANDAI” ke??? Saya akui saya ada buat kesalahan tapi kenapa academic background saya dijadikan sebagai kayu pengukur? Just because i have a master everyone thinks i’m smart and don’t do mistake? Saya cuma manusia biasa yang tidak boleh lari daripada masalah","kalau ada master ini , automatik akan jadi "" <allcaps> terpandai </allcaps> "" ke ? ? saya akui saya ada buat kesalah tetapi kenapa akademik latar belakang saya dijadi sebagai kayu penukur ? ha kerana saya ada a master semua orang thinks saya ' m pintar dan jang ' nanti do kesilap ? saya cuma manusia biasa yang tidak boleh lari daripada masa"
1159,"Sejujurnya, saya gembira dapat genggam segulung ijazah sarjana","sejujur , saya gembira dapat genggam segulung ijazah sarjana"
1160, Bukan senang nak dapat ni,bu senang nak dapat ini
1161, Tapi tu la,tetapi itu 
1162, Terus ada cop kat dahi “Budak master kot,"terus ada cop dekat dahi "" budak master mungkin"
1163," Kenapa buat silap?!”I’m still stupid, everyone","kenapa buat silap ? ! "" <allcaps> saya </allcaps> ' m masih ada bodoh , semua orang"
1164, Banyak benda lagi yang saya perlu pelajari,banyak benda lagi yang saya perlu pelajari
1165," Please la jangan buat macam ni""","tolong  jang buat macam ini """
1166,"""Apa pendapat korang dengan mak bapak yang suka 'neraka-kan' anak sendiri? Asian parents ni memang ingat dia orang ni tuhan ke nak tentukan siapa pergi jahanam",""" apa pendapat kamu semua deng mak bapak yang suka ' neraka - kan ' anak sendiri ? asian parents ini memang ingat dia orang ini tuh ke nak tentu siapa pergi jahanam"
1167, Serius,serius
1168,,nan
1169,,nan
1170," Saya ni bukan anak yang jenis melawan, kalau parents bising pun saya duduk diam sebab saya tahu saya tak boleh menang dan sebarang hujah yang diberi akan dipatahkan","saya ini bu anak yang jenis mela , kalau parents bising pun saya duduk diam sebab saya tahu saya tidak boleh menang dan sebarang hujah yang diberi akan dipatah"
1171, Lebih-lebih lagi keluarga saya ini yang datang dari golongan educated,lebih - lebih lagi keluarga saya ini yang datang dari golong berpendidi
1172, Sejak dulu lagi saya sering cemburu dengan kehidupan seorang tukang sapu kerana saya lebih sanggup hidup secara sederhana seperti mereka walaupun dalam serba kekurangan daripada hidup mewah tapi dalam rumah sendiri pun rasa tidak selamat,sejak dahulu lagi saya sering cemburu deng kehidup seorang tukang sapu kerana saya lebih sanggup hidup secara sederhana seperti mereka walaupun dalam serba kekurang daripada hidup mewah tetapi dalam rumah sendiri pun rasa tidak selamat
1173,Sejujurnya beberapa kali saya selalu terbayang inginnya saya untuk mengambil nyawa sendiri atau bagaimana jika ia benar-benar berlaku,sejujur beberapa kali saya selalu terbayang ingin saya untuk mengambil nyawa sendiri atau bagaimana jika ia benar - benar berlaku
1174, Biar keluarga saya rasa bersalah sepanjang hidup mereka dan rasai kesakitan saya selalu alami yang mereka tidak ketahui,biar keluarga saya rasa bersa sepanjang hidup mereka dan rasai kesakit saya selalu alami yang mereka tidak ketahui
1175, Biar mereka rasa bersalah saya masuk ke neraka kerana kesilapan mereka sendiri,biar mereka rasa bersa saya masuk ke neraka kerana kesilap mereka sendiri
1176, Apabila shaitan berbisik dan neraka memanggil ketika itulah saya akan terjun dari tingkat yang tinggi atau gantung diri saya sendiri dalam kamar agar mereka akan meraung apabila melihat badan saya yang tidak lagi bernyawa,apabila shaitan berbisik dan neraka memanggil ketika itu  saya akan terjun dari tingkat yang tinggi atau gantung diri saya sendiri dalam kamar agar mereka akan meraung apabila melihat badan saya yang tidak lagi bernyawa
1177,Tapi apa gunanya membunuh diri jika roh kita tidak akan tenang di sana? Cuma nak kata kalau sampai ke tahap seperti ini di manakah silap ibu bapa sehingga menyebabkan tragedi seperti sedemikian,tetapi apa guna membunuh diri jika roh k tidak akan tenang di sana ? cuma nak kata kalau sampai ke tahap seperti ini di mana silap ibu bapa sehingga menyebab tragedi seperti sedemiki
1178, Apabila kesihatan akal tidak dihiraukan kerana apa masyarakat kita peduli sebab ia bukan sesuatu yang jelas dilihat seperti kecederaan tubuh badan,apabila kesihat akal tidak dihira kerana apa masyarakat k peduli sebab ia bu sesuatu yang jelas dilihat seperti kecedera tubuh badan
1179," Pernah saya terfikir bagaimana keadaan diri kita andaikata diri sendiri hilang siuman, apakah kita akan sedar kita masih lagi waras? Kemungkinan semuanya sudah terlalu lambat kerana pada ketika itu badan tidak dapat lagi dikawal dengan pemikiran","pernah saya terfikir bagaimana keada diri k andaikata diri sendiri hilang sium , apa k akan sedar k masih lagi waras ? kemungkin semua sudah terlalu lambat kerana pada ketika itu badan tidak dapat lagi dikawal deng pemikir"
1180," Silap-silap kita sendiri akan berkeliaran tanpa  tujuan pada lewat malam dan terlangkah jatuh ke dalam gaung, maka tiada sesiapa yang dapat mendengari jeritan anda kerana di situlah kita akan mati keseorangan","silap - silap k sendiri akan berkeliar tanpa tuju pada lewat malam dan terlang jatuh ke dalam gaung , maka tiada sesiapa yang dapat mendengari jerit anda kerana di situ  k akan mati keseorang"
1181," Ketika itu tiada jaminan jasad akan ditemui, mungkin ya, mungkin tidak, apabila anda ucapkan selamat tinggal dunia","ketika itu tiada jamin jasad akan ditemui , mungkin ya , mungkin tidak , apabila anda ucap selamat tinggal dunia"
1182,"""@Bij Talkin, ""As much as I want to say I feel you, I can't because my parents aren't educated",""" <user> talkin , "" sebagai banyak sebagai <allcaps> saya </allcaps> mahu kepada sayang <allcaps> saya </allcaps> rasa awak , <allcaps> saya </allcaps> boleh ' nanti kerana saya parents aren ' nanti berpendidi"
1183, I'm not complaining abt them being spm leavers,<allcaps> saya </allcaps> ' m tidak complaining hebat them menjadi spm leavers
1184," They are religious and they like to push me and my siblings to do all kind of ibadah, and worse, we need to let them know, see or hear what we have done","they ada agama dan they seperti kepada tolak saya dan saya siblings kepada do al jenis daripada ibadah , dan worse , kami keperlu kepada biar them tahu , sih atau dengar apa kami ada siap"
1185," If we don't comply, we will receive an earful of endless nagging and scolding that the whole village can hear, saying that we don't have enough pahala and will go to hell etc","jika kami jang ' nanti mematuhi , kami akan terima an lebih awal daripada endless membebel dan memarahi itu yang whole village boleh dengar , saying itu kami jang ' nanti ada cukup pahala dan akan pergi kepada hell etc"
1186, Things get worse during ramadhan,things dapat worse semasa ramad
1187, I've also got financial issue and family issue and,<allcaps> saya </allcaps> ' ve juga mendapat financial isu dan keluarga isu dan
1188," So yeah, I guess maybe I can feel you abt the part having parents with such temperament","jadi Yeah , <allcaps> saya </allcaps> meneka mungkin <allcaps> saya </allcaps> boleh rasa awak hebat yang bahagi having parents deng seperti itu perangai"
1189," Suicide is not a solution, plus it's hurt, I've tried once when I was 12, not because of my parents or family issue tho","bunuh diri ada tidak a penyelesai , tambah ia ' seperti sakit hati , <allcaps> saya </allcaps> ' ve tried once bila <allcaps> saya </allcaps> ada dua belas , tidak kerana daripada saya parents atau keluarga isu tho"
1190," I hope you are doing ok""","<allcaps> saya </allcaps> harap awak ada melaku okey """
1191,"Hai semua, aku rasa dah tak tahan dengan hidup aku","hai semua , aku rasa dah tidak tah deng hidup aku"
1192," Serabut, hari-hari nangis","serabut , hari - hari menangis"
1193, Aku dah tak boleh rasa bahagia,aku dah tidak boleh rasa bahagia
1194," Aku doa semoga Tuhan ambil aku cepat-cepat, bukannya ada orang yang peduli pasal aku","aku doa semoga tuh ambil aku cepat - cepat , bukan ada orang yang peduli pasal aku"
1195," Aku penat dengan hidup ni, penat dengan diri sendiri","aku penat deng hidup ini , penat deng diri sendiri"
1196,,nan
1197,Gais mcm mana nak buat klau kita bnci adik kita sndri? Serius ak mnyampah ngn adik aku,gais macam mana nak buat kalau k banci adik k sendiri ? serius aku menyampah deng adik aku
1198, Even she does not respect me,walaupun she tidak tidak hormat saya
1199, And lgi aku bertambah bnci,dan lagi aku bertambah banci
1200, Mak aku ada je justification dia tuk ap adik aku buat,mak aku ada sahaja justifikasi dia untuk ap adik aku buat
1201, Walaupon bnda yg aku buat sama dgn ap yg dia buat,walaupon bunda yang aku buat sama deng ap yang dia buat
1202,aku risau betul kalau present kena guna zoom ke teams ke,aku risau betul kalau hadir kena guna zoom ke temas ke
1203, sbb laptop aku masalah,sibu laptop aku masa
1204," guna henfon, tak nampak slide","guna henfon , tidak menampak slide"
1205, belum ditambah line tak clear,belum ditambah tali tidak jelas
1206, pkp ni banyak benor dugaan akuu,pikap ini banyak bendor duga aku
1207,"Aku ada seorang kawan, bestfriend sejak first masuk um lagi","aku ada seorang ka , bestfriend sejak pertama masuk um lagi"
1208," Dia ni bukan calang2 student, aktif dalam program2 di kolej, universiti dan fac","dia ini bu calang - calang pelajar , aktif dalam program - program di kolej , universiti dan fac"
1209, Akademik pun selalu cemerlang setiap sem (selalu dekan),akademik pun selalu cemerlang setiap sem ( selalu de )
1210, Tapi malangnya dia tak dapat merasa title first class degree dekat transkrip dia,tetapi malang dia tidak dapat merasa tajuk pertama kelas ijazah dekat transkrip dia
1211," Even worst, disebabkan perkara tu dia dikecam dan dihina oleh pelajar2 lain (mostly girls) daripada jabatan yg sama dengan dia","walaupun paling teruk , disebab perkara itu dia dikecam dan dihina oleh pelajar - pelajar lain ( kebanyakan girls ) daripada jabat yang sama deng dia"
1212," Sejak dari tu, sikap dia mula berubah, daripada seseorang yg periang kepada seseorang yang pendiam","sejak dari itu , sikap dia mula berubah , daripada seseorang yang perang kepada seseorang yang pendiam"
1213, Muka dia pun dah tak seri macam dulu lagi,muka dia pun dah tidak seri macam dahulu lagi
1214, Sampai sekarang dia hidup dalam kemurungan,sampai sekarang dia hidup dalam kemurung
1215," Sudah bagi nasihat, tapi tak berhasil jugak","sudah bagi nasihat , tetapi tidak berhasil juga"
1216, Apa cadangan korang untuk handle masalah kawan aku ni,apa cadang kamu semua untuk kawal masa ka aku ini
1217, Harap dapat membantu,harap dapat membantu
1218,,nan
1219,Hai semua,hai semua
1220, Aku ada nak luah satu benda,aku ada nak luah satu benda
1221, Aku penat sangat ada parent toxic,aku penat sangat ada ibu bapa toxic
1222, Bukannya toxic sangat tp lebih kepada berat sebelah,bukan toxic sangat tetapi lebih kepada berat sebe
1223, Semua benda aku buat semua tak kena di mata dia,semua benda aku buat semua tidak kena di mata dia
1224," Kalau adik beradik yang lain, takde pula dia marah, nak benci, nak banding2kan","kalau adik beradik yang lain , tiada pula dia marah , nak benci , nak banding"
1225, Aku ni boleh dikategorikan anak yang paling pandai dalam family,aku ini boleh dikategori anak yang paling pandai dalam keluarga
1226, Aku juga boleh dikatakan berjaya dalam semua peperiksaan,aku juga boleh dikata berjaya dalam semua peperiksa
1227, Tapi mak aku ni tak habis2 nak banding2kan aku dengan kawan2 aku dan adik beradik yang lain,tetapi mak aku ini tidak habis - habis nak banding aku deng ka - ka aku dan adik beradik yang lain
1228," Tak boleh nak dibandingkan dari segi result, dia bandingkan dari segi benda lain pula","tidak boleh nak dibanding dari segi hasil , dia banding dari segi benda lain pula"
1229, Aku boleh buktikan pada dia yang aku mampu berjaya tapi aku tak mampu nak dapatkan perhatian dia dan kasih sayang dia,aku boleh bukti pada dia yang aku mampu berjaya tetapi aku tidak mampu nak dapat perhati dia dan kasih sayang dia
1230," Kadang2 malam2 aku menangis sendirian mengenangkan susahnya aku ni nak dapatkan kasih sayang seorang ibu, yang menjadi kebanggaan seorang ibu","kadang2 malam - malam aku menangis sendiri mengmenang susah aku ini nak dapat kasih sayang seorang ibu , yang menjadi kebangga seorang ibu"
1231," Sejak ayah aku meninggal, boleh dikatakan hidup aku tak sebahagia dulu","sejak ayah aku meninggal , boleh dikata hidup aku tidak sebahagia dahulu"
1232, Ayah selalu appreciate apa yang aku buat dan apa yang aku dapat,ayah selalu menghargai apa yang aku buat dan apa yang aku dapat
1233," Aku selalu jealous tengok kawan2 aku post gambar dengan family, ibu, ayah diorang","aku selalu cemburu tengok ka - ka aku jawat gambar deng keluarga , ibu , ayah mereka"
1234, Rasa cemburu sangat sebab aku tak boleh nak dapat macam tu,rasa cemburu sangat sebab aku tidak boleh nak dapat macam itu
1235, Doakan aku terus kuat untuk hadapi semua ni pada masa akan datang,doa aku terus kuat untuk hadapi semua ini pada masa akan datang
1236,,nan
