raw text,token text,category
 Hidup aku tak ada arah tuju dan banyak jugaklah benda merepek aku buat masa ni antaranya lari daripada rumah,"['hidup', 'aku', 'tidak', 'ada', 'arah', 'tuju', 'dan', 'banyak', 'juga', 'benda', 'repek', 'aku', 'buat', 'masa', 'ini', 'antara', 'lari', 'daripada', 'rumah']",symptom
 Ade lagi yang lagi merepek tapu tak perlu pun confess,"['ada', 'lagi', 'yang', 'lagi', 'repek', 'tapu', 'tidak', 'mengaparlu', 'pun', 'menga']",non-deppressive
" Senang cerita, aku memang tak ok","['nang', 'cer', 'aku', 'memang', 'tidak', 'okey']",symptom
"Time nilah aku mula hafal al-Quran, seperti kebanyakan netizen muslim aku pun ingat aku ni lemah iman je kot","['masa', 'ini', 'aku', 'mula', 'hafal', 'al', 'qur', 'seperti', 'keba', 'netizen', 'muslim', 'aku', 'pun', 'ingat', 'aku', 'ini', 'lemah', 'im', 'sahaja', 'mungkin']",non-deppressive
 So aku fikir cara terbaik untuk aku mantapkan iman aku adalah dengan hafaz al-Quran serta jaga tahajjud,"['jadi', 'aku', 'fikir', 'cara', 'baik', 'untuk', 'aku', 'mantap', 'im', 'aku', 'ada', 'deng', 'hafaz', 'al', 'qur', 'dan', 'juga', 'jaga', 'tahajud']",non-deppressive
"Aku mula rasa hafaz al-Quran tu sangat menenangkan dan best, semakin dekat aku dengan al-Quran semakin aku jauh daripada derita aku","['aku', 'mula', 'rasa', 'hafaz', 'al', 'qur', 'itu', 'sangat', 'menang', 'dan', 'baik', 'makin', 'dekat', 'aku', 'deng', 'al', 'qur', 'makin', 'aku', 'jauh', 'daripada', 'der', 'aku']",non-deppressive
" Dan bila kau menghafaz Kalamullah ni, kau kena tumpu 100% fikiran kau pada ayat al-Quran, well at least bagi aku lah cara aku menghafal macam tu","['dan', 'bila', 'kamu', 'menghafaz', 'kalamul', 'ini', 'kamu', 'kena', 'tumpu', 'pikir', 'kamu', 'pada', 'ayat', 'al', 'qur', 'maklum', 'kurang', 'kurang', 'bagi', 'aku', 'cara', 'aku', 'hafal', 'macam', 'itu']",non-deppressive
Tapi aku jadi macam robot,"['tetapi', 'aku', 'jadi', 'macam', 'robot']",non-deppressive
 24 jam aku dengan al-Quran,"['dua', 'puluh', 'empat', 'jam', 'aku', 'deng', 'al', 'qur']",non-deppressive
 Aku sentiasa menyendiri dengan al-Quran,"['aku', 'sentiasa', 'sendiri', 'deng', 'al', 'qur']",non-deppressive
 Dengan family aku makin jauh,"['deng', 'keluarga', 'aku', 'makin', 'jauh']",symptom
 Diorg borak aku sumbat telinga dengan earphone dengar al-Quran,"['diorg', 'borak', 'aku', 'sumbat', 'telinga', 'deng', 'fon', 'telinga', 'dengar', 'al', 'qur']",symptom
 End up aku hafal 6 juzu dalam masa 4 bulan (aku duk rumah time ni),"['akhir', 'naik', 'aku', 'hafal', 'enam', 'juzuk', 'dalam', 'masa', 'empat', 'bul', 'aku', 'duka', 'rumah', 'masa', 'ini']",non-deppressive
 Dan hafazan ni adalah hafazan aku yang paling kuat sampai sekarang,"['dan', 'hafaz', 'ini', 'ada', 'hafaz', 'aku', 'yang', 'paling', 'kuat', 'sampai', 'sekarang']",non-deppressive
" Time ni juga setiap hari aku menangis, tapi aku happy sebab aku dah boleh function balik lepas mula menghafaz","['masa', 'ini', 'juga', 'tiap', 'hari', 'aku', 'menang', 'tetapi', 'aku', 'gembira', 'sebab', 'aku', 'dah', 'boleh', 'fungsi', 'balik', 'lepas', 'mula', 'menghafaz']",symptom
 Tahun seterusnya aku ambil keputusan untuk hafaz al-Quran 30 juzu sebab bagi aku al-Quran penawar aku,"['tahun', 'terus', 'aku', 'ambil', 'putus', 'untuk', 'hafaz', 'al', 'qur', 'tiga', 'puluh', 'juzuk', 'sebab', 'bagi', 'aku', 'al', 'qur', 'tawar', 'aku']",non-deppressive
" Aku fikir, mesti aku takkan lagi lalui fasa yang menyakitkan tu kalau aku jadi hafizah","['aku', 'fikir', 'mesti', 'aku', 'tidak', 'akan', 'lagi', 'lalu', 'fasa', 'yang', 'takit', 'itu', 'kalau', 'aku', 'jadi', 'hafizah']",non-deppressive
 Ternyata aku salah,"['nyata', 'aku', 'sa']",non-deppressive
Alhamdulillah aku diterima masuk sebuah institusi yang membolehkan aku hafaz 30 Juzu al-Quran,"['alhamdulil', 'aku', 'terima', 'masuk', 'buah', 'institusi', 'yang', 'boleh', 'aku', 'hafaz', 'tiga', 'puluh', 'juzu', 'al', 'qur']",non-deppressive
 Tahun pertama ok je,"['tahun', 'pertama', 'okey', 'sahaja']",non-deppressive
 Masuk tahun 2 aku mula rasa balik macam aku rasa dulu,"['masuk', 'tahun', 'dua', 'aku', 'mula', 'rasa', 'balik', 'macam', 'aku', 'rasa', 'dahulu']",medical history
 Di mana waktu tu aku pun tak tahu tu kemurungan ke apekebenda,"['di', 'mana', 'waktu', 'itu', 'aku', 'pun', 'tidak', 'tahu', 'itu', 'murung', 'ke', 'apekebenda']",non-deppressive
 Malam aku xleh tidur,"['malam', 'aku', 'tidak', 'boleh', 'tidur']",symptom
 Aku termenung je tengok silinh,"['aku', 'menung', 'sahaja', 'tengok', 'silih']",symptom
" Dok fikir macam-macam, antaranya cara nak bunuh diri","['dok', 'fikir', 'macam', 'macam', 'antara', 'cara', 'nak', 'bunuh', 'diri']",symptom
 Aku dah tak rasa nak hidup,"['aku', 'dah', 'tidak', 'rasa', 'nak', 'hidup']",symptom
 Kelas jangan cakap lah,"['kelas', 'jang', 'cakap']",symptom
 Aku rasa 40% kelas aku tak masuk,"['aku', 'rasa', 'kelas', 'aku', 'tidak', 'masuk']",symptom
 Aku buat apa? Aku termenung je time aku tak masuk kelas,"['aku', 'buat', 'apa', 'aku', 'menung', 'sahaja', 'masa', 'aku', 'tidak', 'masuk', 'kelas']",symptom
 Tak termenung aku tertidur,"['tidak', 'menung', 'aku', 'tidur']",symptom
 Terbangun daripada tidur aku termenung,"['bangun', 'daripada', 'tidur', 'aku', 'menung']",symptom
 Ingat best? Tak best langung,"['ingat', 'baik', 'tidak', 'baik', 'langsung']",non-deppressive
 Orang yang lalui je faham peritnya,"['orang', 'yang', 'lalu', 'sahaja', 'faham', 'perit']",non-deppressive
 Aku pemalas? Sila cuba dan fahami tentang depresi,"['aku', 'malas', 'sila', 'cuba', 'dan', 'fahami', 'tentang', 'depresi']",non-deppressive
Aku dah tak ada perasaan langsung,"['aku', 'dah', 'tidak', 'ada', 'asa', 'langsung']",symptom
 Masa tu aku masih dok hafaz al-Quran,"['masa', 'itu', 'aku', 'masih', 'dok', 'hafaz', 'al', 'qur']",non-deppressive
 Tapi aku menghafaz ikut sukatan je lah,"['tetapi', 'aku', 'menghafaz', 'ikut', 'sukat', 'sahaja']",non-deppressive
 Aku dah tak semangat macam mula-mula,"['aku', 'dah', 'tidak', 'semangat', 'macam', 'mula', 'mula']",symptom
" Bila kau dah biasa menghafal pulak, memang kejap je nak hafal satu mukasurat tu","['bila', 'kamu', 'dah', 'biasa', 'hafal', 'pula', 'memang', 'kejap', 'sahaja', 'nak', 'hafal', 'satu', 'mukasurat', 'itu']",non-deppressive
 15-20 minit dah boleh ingat satu mukasurat,"['lima', 'belas', 'dua', 'puluh', 'min', 'dah', 'boleh', 'ingat', 'satu', 'mukasurat']",non-deppressive
 So biasanya aku sebelum nak tasmik baru aku tengok dan hafal,"['jadi', 'biasa', 'aku', 'belum', 'nak', 'tasik', 'baru', 'aku', 'tengok', 'dan', 'hafal']",non-deppressive
Last-last aku dah rasa penat sangat dengan diri sendiri aku nekad pergi klinik psikiatri,"['akhir', 'akhir', 'aku', 'dah', 'rasa', 'penat', 'sangat', 'deng', 'diri', 'sendiri', 'aku', 'nekad', 'pergi', 'klinik', 'psikiatri']",non-deppressive
 Masa tu aju dah nak habis belajar dah,"['masa', 'itu', 'aju', 'dah', 'nak', 'habis', 'bajar', 'dah']",non-deppressive
 Lagi dua tiga bulan macam tu,"['lagi', 'dua', 'tiga', 'bul', 'macam', 'itu']",non-deppressive
 Lebih kurang setahun lebih jugak lah aku menderita,"['lebih', 'kurang', 'tahun', 'lebih', 'juga', 'aku', 'mender']",medical history
Ni lah first time aku jumpa dokto untuk isu kesihatan mental aku,"['ini', 'pertama', 'masa', 'aku', 'jumpa', 'doktor', 'untuk', 'isu', 'kesihat', 'mental', 'aku']",medical history
 Dan pengalaman pertama aku tak best,"['dan', 'alam', 'pertama', 'aku', 'tidak', 'baik']",non-deppressive
" Sebelum aku pergi klinik ni, aku dah cerita masalah aku dengan kawan, dengan ustaz, dengan ustazah, dengan kaunselor tapi mereka hanya mampu terkedu dan suruh aku bertabah","['belum', 'aku', 'pergi', 'klinik', 'ini', 'aku', 'dah', 'cer', 'masa', 'aku', 'deng', 'ka', 'deng', 'ustaz', 'deng', 'ustazah', 'deng', 'kaunselor', 'tetapi', 'mereka', 'ha', 'mampu', 'kedu', 'dan', 'suruh', 'aku', 'tabah']",non-deppressive
 So aku pergi jelah klinik psikiatri sebab aku tahu aku perlukan bantuan,"['jadi', 'aku', 'pergi', 'sahaja', 'klinik', 'psikiatri', 'sebab', 'aku', 'tahu', 'aku', 'perlu', 'bantu']",non-deppressive
 Malangnya pengalaman kali pertama ni x berapa best,"['malang', 'alam', 'kali', 'pertama', 'ini', 'tidak', 'berapa', 'baik']",non-deppressive
Doktor ni perlekehkan aku masa aku nak explain apa yang aku fikirkan,"['doktor', 'ini', 'perlekeh', 'aku', 'masa', 'aku', 'nak', 'terang', 'apa', 'yang', 'aku', 'fikir']",risk factor
 Aku cakap “I think of patterns…” belum sempat aku habiskan ayat ni doktor ni potong cakap aku dan dengan penuh kekerekkan beliau berkata “are you trying to diagnose yourself? I do the diagnosis here ok” dan dia pun diagnose aku dengan poor sleep hygiene dan aku hanya stress dan bukan depressed,"['aku', 'cakap', 'saya', 'berfikir', 'daripada', 'patterns', 'angan', 'belum', 'sempat', 'aku', 'habis', 'ayat', 'ini', 'doktor', 'ini', 'potong', 'cakap', 'aku', 'dan', 'deng', 'penuh', 'haha', 'beliau', 'kata', 'ada', 'awak', 'mencuba', 'kepada', 'mendiagnosis', 'diri', 'sendiri', 'saya', 'do', 'yang', 'diagnosis', 'di', 'sini', 'okey', 'dan', 'dia', 'pun', 'mendiagnosis', 'aku', 'deng', 'pori', 'tidur', 'bersih', 'dan', 'aku', 'ha', 'tres', 'dan', 'bu', 'terte']",risk factor
 Aku ikut segala nasihat dan saranan doktor ni tapi aku jadi lagi teruk,"['aku', 'ikut', 'segala', 'nasihat', 'dan', 'saran', 'doktor', 'ini', 'tetapi', 'aku', 'jadi', 'lagi', 'teruk']",risk factor
"Alhamdulillah Allah bagi aku otak yang agak cepat pickup jadi walaupun aku miss2 kelas dan x baca buku langsung, Allah rezekikan aku untuk berjaya habiskan belajar dan tamatkan hafazan 30 juzu","['alhamdulil', 'allah', 'bagi', 'aku', 'otak', 'yang', 'agak', 'cepat', 'pikap', 'jadi', 'walaupun', 'aku', 'lepas', 'lepas', 'kelas', 'dan', 'tidak', 'baca', 'buku', 'langsung', 'allah', 'rezeki', 'aku', 'untuk', 'jaya', 'habis', 'bajar', 'dan', 'tamat', 'hafaz', 'tiga', 'puluh', 'juzuk']",non-deppressive
 Walaupun aku sampai sekarang rasa bersalah dengan pengajar2 aku sebab seolah aku tak hormat diorang,"['walaupun', 'aku', 'sampai', 'sekarang', 'rasa', 'bersa', 'deng', 'ajar', 'ajar', 'aku', 'sebab', 'seo', 'aku', 'tidak', 'hormat', 'mereka']",symptom
 Dan aku juga rasa aku belum betul-betul hafaz al-Quran walaupun secara rasminya aku diiktiraf sebagai penghafaz al-Quran,"['dan', 'aku', 'juga', 'rasa', 'aku', 'belum', 'betul', 'betul', 'hafaz', 'al', 'qur', 'walaupun', 'cara', 'rasmi', 'aku', 'iktiraf', 'bagai', 'penhafaz', 'al', 'qur']",symptom
"Fast forward kepada tahun ni, aku lalui episod ketiga","['fast', 'ke', 'hadap', 'kepada', 'tahun', 'ini', 'aku', 'lalu', 'episod', 'tiga']",non-deppressive
 Dan kalau ikutkan aku dah malas nak jumpa doktor,"['dan', 'kalau', 'ikut', 'aku', 'dah', 'malas', 'nak', 'jumpa', 'doktor']",non-deppressive
" Kalau kau ikut kata orang sebab iman lemah, aku dah siap hafal satu Quran lagi sebab nak pulihkan diri aku","['kalau', 'kamu', 'ikut', 'kata', 'orang', 'sebab', 'im', 'lemah', 'aku', 'dah', 'siap', 'hafal', 'satu', 'qur', 'lagi', 'sebab', 'nak', 'pulih', 'diri', 'aku']",non-deppressive
 Kau rasa? Aku rasa aku dah cuba segala-galanya tapi aku tetap miserable dan rasa tak nak hidup,"['kamu', 'rasa', 'aku', 'rasa', 'aku', 'dah', 'cuba', 'segala', 'gala', 'tetapi', 'aku', 'tetap', 'miserable', 'dan', 'rasa', 'tidak', 'mahu', 'hidup']",symptom
Last2 aku pergi juga ke klinik psikiatri,"['last', 'aku', 'pergi', 'juga', 'ke', 'klinik', 'psikiatri']",non-deppressive
 Sekarang aku dah masuk 5 bulan makan antidepressant pagi dan malam,"['sekarang', 'aku', 'dah', 'masuk', 'lima', 'bul', 'ma', 'antidepressant', 'pagi', 'dan', 'malam']",medical history
 6 atau 7 kali sesi psikoterapi dengan doktor aku yang sangat2 baik,"['enam', 'atau', 'tujuh', 'kali', 'sesi', 'psikoterapi', 'deng', 'doktor', 'aku', 'yang', 'sangat', 'sangat', 'baik']",medical history
 Aku di diagnose dengan OCD dan depression,"['aku', 'di', 'mendiagnosis', 'deng', 'ocd', 'dan', 'murung']",medical history
 Sebab apa? Tu tak perlu tahu kot,"['sebab', 'apa', 'itu', 'tidak', 'mengaparlu', 'tahu', 'mungkin']",non-deppressive
 Panjang sangat ceritanya,"['panjang', 'sangat', 'cerita']",non-deppressive
  Point aku kat sini ada dua,"['titik', 'aku', 'dekat', 'sini', 'ada', 'dua']",non-deppressive
1,['satu'],non-deppressive
" Bagi yang sedang mengalami masalah yang kau rasa ada kaitan dengan kesihatan mental kau aku doakan kau tabah dan tetap teruskan untuk dapatkan rawatan, stick dengan rawatan, kalau dapat ubat kau makan, doktor suruh buat apa kau buat, doktor suruh tinggal apa kau tinggal","['bagi', 'yang', 'sedang', 'alami', 'masa', 'yang', 'kamu', 'rasa', 'ada', 'kait', 'deng', 'kesihat', 'mental', 'kamu', 'aku', 'doa', 'kamu', 'tabah', 'dan', 'tetap', 'terus', 'untuk', 'dapat', 'rawat', 'stick', 'deng', 'rawat', 'kalau', 'dapat', 'ubat', 'kamu', 'ma', 'doktor', 'suruh', 'buat', 'apa', 'kamu', 'buat', 'doktor', 'suruh', 'tinggal', 'apa', 'kamu', 'tinggal']",non-deppressive
" Doktor kau kerek, kaunselor kau tak dengar, kau cari lagi dan lagi dan lagi sampailah kau jumpa orang yang boleh bantu kau atasi masalah kau","['doktor', 'kamu', 'kerek', 'kaunselor', 'kamu', 'tidak', 'dengar', 'kamu', 'cari', 'lagi', 'dan', 'lagi', 'dan', 'lagi', 'sampai', 'kamu', 'jumpa', 'orang', 'yang', 'boleh', 'bantu', 'kamu', 'atas', 'masa', 'kamu']",non-deppressive
 Doktor pun manusia jugak,"['doktor', 'pun', 'manusia', 'juga']",non-deppressive
 Mungkin nasib kau kurang baik dia bad mood masa hari kau jumpa dia,"['mungkin', 'nasib', 'kamu', 'kurang', 'baik', 'dia', 'bad', 'mod', 'masa', 'hari', 'kamu', 'jumpa', 'dia']",non-deppressive
 Yang penting kau terus dan terus dan terus doa dan ikhtiar supaya kau ok dan boleh function balik,"['yang', 'penting', 'kamu', 'terus', 'dan', 'terus', 'dan', 'terus', 'doa', 'dan', 'ikhtiar', 'supaya', 'kamu', 'okey', 'dan', 'boleh', 'fungsi', 'balik']",non-deppressive
 Kesihatan mental SANGAT penting ok,"['kesihat', 'mental', 'sangat', 'penting', 'okey']",non-deppressive
2,['dua'],non-deppressive
 Kau sakit tak semestinya Iman kau lemah tapi tak semestinya juga Iman kau ok,"['kamu', 'sakit', 'tidak', 'semesti', 'im', 'kamu', 'lemah', 'tetapi', 'tidak', 'semesti', 'juga', 'im', 'kamu', 'okey']",non-deppressive
 Hakikat Iman tu memang naik dan turun ini memang ulama bersepakat tentang hakikat ini,"['hakikat', 'im', 'itu', 'memang', 'naik', 'dan', 'turun', 'ini', 'memang', 'ulama', 'sepakat', 'tentang', 'hakikat', 'ini']",non-deppressive
 Kau sakit ke sihat ke iman kau memang turun naik,"['kamu', 'sakit', 'ke', 'sihat', 'ke', 'im', 'kamu', 'memang', 'turun', 'naik']",non-deppressive
" Dan kau sakit ke sihat ke kau sentiasa kena usaha perbaiki iman kau, perbaiki ibadah kau","['dan', 'kamu', 'sakit', 'ke', 'sihat', 'ke', 'kamu', 'sentiasa', 'kena', 'usaha', 'baik', 'im', 'kamu', 'baik', 'ibadah', 'kamu']",non-deppressive
" Ada kaitan tak dengan kesihatan mental? Bagi aku secara generalnya tidak, tapi dari segenap sudut ada kena mengena juga","['ada', 'kait', 'tidak', 'deng', 'kesihat', 'mental', 'bagi', 'aku', 'cara', 'general', 'tidak', 'tetapi', 'dari', 'segenap', 'sudut', 'ada', 'kena', 'kena', 'juga']",non-deppressive
"Maksud aku, stigma yang depression yang PUNCA UTAMA adalah kelemahan iman tu bagi aku salah","['maksud', 'aku', 'stigma', 'yang', 'murung', 'yang', 'punca', 'utama', 'ada', 'lemah', 'im', 'itu', 'bagi', 'aku', 'sa']",non-deppressive
 Iman ni Allah je yang tahu kat mana levelnya,"['im', 'ini', 'allah', 'sahaja', 'yang', 'tahu', 'dekat', 'mana', 'level']",non-deppressive
" Aku tak nafi, boleh jadi lemahnya iman tu ANTARA PUNCA kau kemurungan","['aku', 'tidak', 'nafi', 'boleh', 'jadi', 'lemah', 'im', 'itu', 'antara', 'punca', 'kamu', 'murung']",non-deppressive
" So disebabkan mustahil untuk buktikan kelemahan iman ni punca kemurungan, sebab tu kalau kau cuba ambil langkah-langkah untuk kuatkan iman pun kau still murung","['jadi', 'sebab', 'mustahil', 'untuk', 'bukti', 'lemah', 'im', 'ini', 'punca', 'murung', 'sebab', 'itu', 'kalau', 'kamu', 'cuba', 'ambil', 'lang', 'lang', 'untuk', 'kuat', 'im', 'pun', 'kamu', 'masih', 'ada', 'murung']",medical history
" Macam aku dulu la, hari-hari baca al-Quran, solat cukup, orang sekeliling pun semua dok mengaji je tapi last2 kemurungan datang balik jugak","['macam', 'aku', 'dahulu', 'hari', 'hari', 'baca', 'al', 'qur', 'solat', 'cukup', 'orang', 'keliling', 'pun', 'semua', 'dok', 'aji', 'sahaja', 'tetapi', 'akhir', 'akhir', 'murung', 'datang', 'balik', 'juga']",medical history
" Tapi aku tak nafikan, yang aku hafaz al-Quran ni sangat membantu aku","['tetapi', 'aku', 'tidak', 'nafi', 'yang', 'aku', 'hafaz', 'al', 'qur', 'ini', 'sangat', 'bantu', 'aku']",non-deppressive
 Ayat-ayat Allah ni macam pelampung yang aku berpaut dalam ombak dan badai kemurungan yang hampir menenggelamkan aku,"['ayat', 'ayat', 'allah', 'ini', 'macam', 'pelampung', 'yang', 'aku', 'paut', 'dalam', 'ombak', 'dan', 'badai', 'murung', 'yang', 'hampir', 'tenggelam', 'aku']",medical history
"Kesimpulannya, bila kemurungan tu lau ikhtiar dapatkan rawatan perubatan dalam masa yang sama hubungan dengan Allah pun kau cuba improve","['simpul', 'bila', 'murung', 'itu', 'lau', 'ikhtiar', 'dapat', 'rawat', 'ubat', 'dalam', 'masa', 'yang', 'sama', 'hubung', 'deng', 'allah', 'pun', 'kamu', 'cuba', 'tambah', 'baik']",non-deppressive
 Dan pandangan negatif termasuklah doktor atau kakitangan kesihatan yang tak memahami kau tolak tepi walaupun kau rasa sakit hati dan takde sape paham kau,"['dan', 'pandang', 'negatif', 'masuk', 'doktor', 'atau', 'kakitang', 'kesihat', 'yang', 'tidak', 'paham', 'kamu', 'tolak', 'tepi', 'walaupun', 'kamu', 'rasa', 'sakit', 'hati', 'dan', 'tiada', 'siapa', 'fahami', 'kamu']",non-deppressive
 Jangan biarkan pengalaman tak best menghalang kau daripada teruskan rawatan,"['jang', 'biar', 'alam', 'tidak', 'baik', 'halang', 'kamu', 'daripada', 'terus', 'rawat']",non-deppressive
"Dan start je kau dapat diagnosis, time tu akan jadi lagi susah, aku mula aku amek ubat pun ade yg x kena, nak aplikasikan nasihat doktor daripada psikoterapi pun sakit, kau kena lawan diri kau","['dan', 'mula', 'sahaja', 'kamu', 'dapat', 'diagnosis', 'masa', 'itu', 'akan', 'jadi', 'lagi', 'susah', 'aku', 'mula', 'aku', 'ambil', 'ubat', 'pun', 'ada', 'yang', 'tidak', 'kena', 'nak', 'aplikasi', 'nasihat', 'doktor', 'daripada', 'psikoterapi', 'pun', 'sakit', 'kamu', 'kena', 'la', 'diri', 'kamu']",non-deppressive
 It does not get easier but eventually it will,"['ia', 'tidak', 'tidak', 'dapat', 'lebih', 'mudah', 'tetapi', 'akhir', 'ia', 'akan']",non-deppressive
Keep moving,"['terus', 'moving']",non-deppressive
 Keep trying,"['terus', 'mencuba']",non-deppressive
 Teruskan bernafas walau kau rasa tak mau,"['terus', 'nafas', 'walau', 'kamu', 'rasa', 'tidak', 'mahu']",non-deppressive
 Teruskan bernafas sampai kau betul-betul rasa nak hidup,"['terus', 'nafas', 'sampai', 'kamu', 'betul', 'betul', 'rasa', 'nak', 'hidup']",non-deppressive
"Alhamdulillah sekarang aku dah sangat banyak improvement, asbab rawatan doktor aku dan sokongan orang-orang terdekat aku","['alhamdulil', 'sekarang', 'aku', 'dah', 'sangat', 'banyak', 'penambahbai', 'asbab', 'rawat', 'doktor', 'aku', 'dan', 'sokong', 'orang', 'orang', 'dekat', 'aku']",non-deppressive
 Semoga Allah rahmati mereka dan semoga lebih ramai doktor yang baik macam doktor aku,"['moga', 'allah', 'rahmat', 'mereka', 'dan', 'moga', 'lebih', 'ramai', 'doktor', 'yang', 'baik', 'macam', 'doktor', 'aku']",non-deppressive
 Kau takkan tahu betapa nikmatnya perasaan nak hidup bila kau pernah lalui fasa taknak hidup,"['kamu', 'tidak', 'akan', 'tahu', 'betapa', 'nikmat', 'asa', 'nak', 'hidup', 'bila', 'kamu', 'pernah', 'lalu', 'fasa', 'tidak', 'nak', 'hidup']",non-deppressive
Last aku nak share,"['akhir', 'aku', 'nak', 'bahagi']",non-deppressive
 Sentiasa amalkan doa ni :اللّهم إني أعوذبك من الهَمِّ و الحزنAda sambungan dia lagi korang carik lah sendiri eh,"['sentiasa', 'amal', 'doa', 'ini', 'angan', 'angan', 'angan', 'angan', 'angan', 'angan', 'angan', 'angan', 'angan', 'angan', 'angan', 'angan', 'anganada', 'sambung', 'dia', 'lagi', 'kamu', 'semua', 'carik', 'sendiri', 'eh']",non-deppressive
" Hammi tu maksud die anxiety, hazan to sadness aka depression","['hammi', 'itu', 'maksud', 'mati', 'bimbang', 'az', 'kepada', 'sedih', 'aka', 'murung']",non-deppressive
P/s : aku pergi klinik kerajaan pada kedua-dua fasa yang berbeza tersebut,"['pergi', 'seperti', 'aku', 'pergi', 'klinik', 'raja', 'pada', 'dua', 'dua', 'fasa', 'yang', 'berbeza', 'sebut']",non-deppressive
